Site.no,PCTID,PCTAssignmentCategory,ElevationInMeters,annualRainfallInMillimeters,annualMeanTemperatureInCelsius,CharacteristicSpeciesComparisonSet
LVR30KEM,3629,Primary,64.77,809.96,16.62,Dry Sclerophyll Forests (Shrubby sub-formation)
LVR31KEM,3629,Primary,63.99,808.49,16.62,Dry Sclerophyll Forests (Shrubby sub-formation)
LVR52VOY,3629,Primary,0.98,894.11,17.05,Dry Sclerophyll Forests (Shrubby sub-formation)
LVR53VOY,3629,Primary,0.61,894.39,17.08,Dry Sclerophyll Forests (Shrubby sub-formation)
LVR55VOY,3629,Primary,0.69,898.56,17.02,Dry Sclerophyll Forests (Shrubby sub-formation)
UWS_14,3629,Primary,22.96,828.88,16.95,Dry Sclerophyll Forests (Shrubby sub-formation)
FHILNWB5B,3629,Secondary,157.94,910.31,15.93,Dry Sclerophyll Forests (Shrubby sub-formation)
FHILWP11,3629,Secondary,196.06,937.43,15.7,Dry Sclerophyll Forests (Shrubby sub-formation)
BOOTS01,3629,Primary,16.04,867.58,16.98,Dry Sclerophyll Forests (Shrubby sub-formation)
BOOTS04,3629,Primary,16.27,867.04,16.97,Dry Sclerophyll Forests (Shrubby sub-formation)
LVR06H0F,3629,Primary,1.17,897.27,17.03,Dry Sclerophyll Forests (Shrubby sub-formation)
LVR07H0F,3629,Primary,0.51,898.64,17.05,Dry Sclerophyll Forests (Shrubby sub-formation)
LVR64H8F,3629,Primary,13.84,871.38,16.99,Dry Sclerophyll Forests (Shrubby sub-formation)
LVR65H6F,3629,Primary,13.02,870.13,16.99,Dry Sclerophyll Forests (Shrubby sub-formation)
PRR38W6F,3629,Primary,24.71,946.46,16.92,Dry Sclerophyll Forests (Shrubby sub-formation)
WLB12G6U,3629,Primary,27.48,850.81,16.95,Dry Sclerophyll Forests (Shrubby sub-formation)
UWSB-12,3629,Primary,18.8,824.82,16.97,Dry Sclerophyll Forests (Shrubby sub-formation)
LIV26BPF,3629,Primary,64.55,809.44,16.62,Dry Sclerophyll Forests (Shrubby sub-formation)
LIV45RIV,3629,Primary,4.23,904.24,17.01,Dry Sclerophyll Forests (Shrubby sub-formation)
RIV03BPM,3629,Primary,34.37,825.94,16.86,Dry Sclerophyll Forests (Shrubby sub-formation)
RIV10BPF,3629,Primary,28.51,825.16,16.92,Dry Sclerophyll Forests (Shrubby sub-formation)
RIV23BTF,3629,Primary,30.01,821.02,16.89,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR02BPF,3629,Primary,39.06,824.45,16.86,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR03BPF,3629,Primary,31.74,823.99,16.85,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR07BPV,3629,Primary,32.83,828.16,16.84,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR08BPL,3629,Primary,41.09,833.05,16.79,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR09BPF,3629,Primary,40.57,832.89,16.79,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR10BPF,3629,Primary,27.62,825.31,16.87,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR11BPF,3629,Primary,28.92,826.57,16.86,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR13BPF,3629,Primary,20.92,822.95,16.93,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR17BPF,3629,Primary,22.73,828.35,16.95,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR22BPF,3629,Primary,29.16,826.16,16.87,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR23BPF,3629,Primary,33.04,827.87,16.86,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR24BPF,3629,Primary,34.13,834.73,16.8,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR25BPF,3629,Primary,23.49,823.22,16.91,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR26BPF,3629,Primary,29.65,825.39,16.89,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR27BPF,3629,Primary,23.55,829.29,16.86,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR29BPC,3629,Primary,39.33,832.25,16.81,Dry Sclerophyll Forests (Shrubby sub-formation)
RIV44BPF,3629,Primary,32.4,824.12,16.84,Dry Sclerophyll Forests (Shrubby sub-formation)
RIV45BPC,3629,Primary,26.48,817.5,16.91,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR33BPF,3629,Primary,36.3,824.99,16.84,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR35BPF,3629,Primary,46.76,835.62,16.74,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR37BPF,3629,Primary,39.27,827.02,16.82,Dry Sclerophyll Forests (Shrubby sub-formation)
WOLJS103,3629,Primary,289.81,852.74,14.87,Dry Sclerophyll Forests (Shrubby sub-formation)
BRSB1P4C,3630,Primary,30.04,940.76,17.64,Dry Sclerophyll Forests (Shrubby sub-formation)
BRSC2P7F,3630,Primary,26.12,914.54,17.68,Dry Sclerophyll Forests (Shrubby sub-formation)
BRSC3P6L,3630,Primary,28.73,916.55,17.68,Dry Sclerophyll Forests (Shrubby sub-formation)
BRSC4P1C,3630,Primary,25.36,910.71,17.7,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNF8P7C,3630,Primary,25.32,907.58,17.61,Dry Sclerophyll Forests (Shrubby sub-formation)
QRB82P3C,3630,Primary,47.23,933.29,17.61,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN24P5L,3630,Primary,63.73,838.08,17.4,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN25P8L,3630,Primary,43.98,856.26,17.61,Dry Sclerophyll Forests (Shrubby sub-formation)
BRS29P5U,3630,Primary,29.28,913.32,17.71,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN31P6F,3630,Primary,36.41,909.94,17.64,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN34P3C,3630,Primary,25.28,921.89,17.65,Dry Sclerophyll Forests (Shrubby sub-formation)
BRS56P1U,3630,Primary,20.63,910.69,17.71,Dry Sclerophyll Forests (Shrubby sub-formation)
BRS57P7C,3630,Primary,25.2,907.57,17.71,Dry Sclerophyll Forests (Shrubby sub-formation)
BRS58P2C,3630,Primary,37.85,903.58,17.71,Dry Sclerophyll Forests (Shrubby sub-formation)
BRS59P8U,3630,Primary,26.62,899.92,17.7,Dry Sclerophyll Forests (Shrubby sub-formation)
BRS60P7C,3630,Primary,18.27,887.81,17.8,Dry Sclerophyll Forests (Shrubby sub-formation)
BRS61P3C,3630,Primary,12.26,880.92,17.84,Dry Sclerophyll Forests (Shrubby sub-formation)
BRSE1P1C,3630,Primary,35.28,918,17.68,Dry Sclerophyll Forests (Shrubby sub-formation)
BRSE2P3C,3630,Primary,29.79,920.93,17.66,Dry Sclerophyll Forests (Shrubby sub-formation)
BRSE3P8L,3630,Primary,32.73,918.97,17.7,Dry Sclerophyll Forests (Shrubby sub-formation)
BRSE4P4C,3630,Primary,28.49,915.98,17.69,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN92P5U,3630,Primary,43.15,848.28,17.69,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN97P5U,3630,Primary,29,894.37,17.75,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNA2P3L,3630,Primary,30.08,906.95,17.69,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNA3P6L,3630,Primary,20.8,892.91,17.74,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNA4P8L,3630,Primary,25.21,903.1,17.72,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNA5P8C,3630,Primary,27.39,910.03,17.67,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNA6P3M,3630,Primary,29.64,914.02,17.68,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNA7P6M,3630,Primary,31.02,914.86,17.66,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNA8P6C,3630,Primary,33.18,916.43,17.66,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNA9P8M,3630,Primary,28.44,919.95,17.64,Dry Sclerophyll Forests (Shrubby sub-formation)
BRSF5P7C,3630,Primary,28.88,939.42,17.64,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN69P4C,3630,Primary,30.39,906.52,17.64,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN70P3M,3630,Primary,32.14,903.23,17.63,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN72P7F,3630,Primary,25.14,851.4,17.74,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN81P6F,3630,Primary,38.14,848.54,17.67,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN82P6F,3630,Primary,38.6,900.41,17.6,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN48P7M,3630,Primary,45.83,860.09,17.61,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN96P4L,3631,Primary,25.83,847.98,17.77,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN98P4M,3631,Primary,28.79,847.42,17.78,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN99P3L,3631,Primary,22.66,848.19,17.78,Dry Sclerophyll Forests (Shrubby sub-formation)
AC_CESS03,3631,Primary,73.86,798.07,17.57,Dry Sclerophyll Forests (Shrubby sub-formation)
AC_CESS08,3631,Primary,71.47,794.62,17.56,Dry Sclerophyll Forests (Shrubby sub-formation)
AC_CESS09,3631,Primary,70.55,797.23,17.57,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNH4P5C,3631,Primary,85.35,813.94,17.43,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNH6P7M,3631,Primary,72.43,813.86,17.48,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNH7P6F,3631,Primary,71.5,810.18,17.47,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNI0P2L,3631,Primary,51.08,835.64,17.65,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNI8P1L,3631,Primary,43.27,833.84,17.66,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNI9P5M,3631,Primary,77.07,814.11,17.47,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNC1P3M,3631,Primary,23.32,858.31,17.73,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNE0P6L,3631,Primary,87.26,820.96,17.38,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNE2P2M,3631,Primary,34.59,845.55,17.74,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNE3P7L,3631,Primary,20,854.31,17.81,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNE4P6C,3631,Primary,1.29,851.03,17.85,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNE8P4U,3631,Primary,89.56,809.05,17.45,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNE9P5M,3631,Primary,76.86,800.19,17.48,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNF1P4C,3631,Primary,81.38,803.94,17.48,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNF2P6C,3631,Primary,74.47,799.87,17.5,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNF5P2C,3631,Primary,9.32,852.95,17.87,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNF6P3L,3631,Primary,12.93,850.43,17.84,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNF7P7L,3631,Primary,87.36,809.96,17.38,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNG0P7F,3631,Primary,27.03,851.12,17.69,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNG2P8L,3631,Primary,87.49,791.45,17.37,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNG3P6L,3631,Primary,88.66,786.38,17.4,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNG4P5F,3631,Primary,75.91,785.96,17.5,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNG5P1L,3631,Primary,57.73,830.12,17.56,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNG6P1M,3631,Primary,76.16,831.31,17.43,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNG7P1U,3631,Primary,92.07,829,17.43,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNG8P4M,3631,Primary,87.64,824.75,17.43,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNG9P6L,3631,Primary,83.12,823.13,17.38,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNH2P1L,3631,Primary,29.44,858.14,17.69,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN03P5V,3631,Primary,74.89,801.32,17.5,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN06P5L,3631,Primary,72.22,791.32,17.6,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN07P3L,3631,Primary,88.38,797.59,17.54,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN21P1F,3631,Primary,5.48,850.35,17.85,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN22P7S,3631,Primary,13.13,849.76,17.84,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN89P4L,3631,Primary,71.17,860.24,17.5,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN91P7U,3631,Primary,33.86,917.33,17.58,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN93P4C,3631,Primary,45.09,852.72,17.64,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN94P5M,3631,Primary,43.01,851.15,17.69,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNB0P3M,3631,Primary,31.45,846.5,17.77,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNB1P4M,3631,Primary,37.73,848.7,17.75,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNF0P5U,3631,Primary,96.56,821.87,17.34,Dry Sclerophyll Forests (Shrubby sub-formation)
BRSF6P7C,3631,Primary,24.77,939.48,17.65,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN67P6C,3631,Primary,43.69,868.34,17.72,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN68P7F,3631,Primary,27.01,908.82,17.63,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN73P3U,3631,Primary,41.5,839.95,17.7,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN74P6L,3631,Primary,50.81,849.35,17.55,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN75P4C,3631,Primary,31.96,862.83,17.72,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN76P5L,3631,Primary,38.71,855,17.65,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN77P5V,3631,Primary,42.02,853.75,17.69,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN54P8L,3631,Primary,71.72,805.07,17.48,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN55P5U,3631,Primary,73.84,800.79,17.56,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN56P5L,3631,Primary,64.21,793.94,17.6,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN58P3F,3631,Primary,55.27,792.08,17.66,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN59P7F,3631,Primary,45.33,845.83,17.63,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN5OP1U,3631,Primary,100.96,809.8,17.39,Dry Sclerophyll Forests (Shrubby sub-formation)
WRAKTA04,3631,Primary,79.12,820.34,17.45,Dry Sclerophyll Forests (Shrubby sub-formation)
SXB25Q3F,3632,Primary,358.05,924.62,15.38,Dry Sclerophyll Forests (Shrubby sub-formation)
MTY55Q-F,3632,Primary,258.33,758.93,16.08,Dry Sclerophyll Forests (Shrubby sub-formation)
PTY43Q6F,3632,Primary,273.99,760.33,15.9,Dry Sclerophyll Forests (Shrubby sub-formation)
MTY26A6F,3632,Primary,230.1,773.5,16.14,Dry Sclerophyll Forests (Shrubby sub-formation)
MTY27A1F,3632,Primary,200.51,754.79,16.4,Dry Sclerophyll Forests (Shrubby sub-formation)
HYT12P3,3632,Secondary,333.81,901.86,15.56,Dry Sclerophyll Forests (Shrubby sub-formation)
STA48A0F,3632,Primary,151.97,986.06,15.95,Dry Sclerophyll Forests (Shrubby sub-formation)
WRB20A7F,3632,Primary,331.19,833.46,15.65,Dry Sclerophyll Forests (Shrubby sub-formation)
SXB24Q4F,3633,Primary,345.59,929.65,15.39,Dry Sclerophyll Forests (Shrubby sub-formation)
MTY28A1F,3633,Primary,234.45,762.16,16.13,Dry Sclerophyll Forests (Shrubby sub-formation)
MTY30A6F,3633,Primary,237.92,758.61,16.15,Dry Sclerophyll Forests (Shrubby sub-formation)
WRB02A6F,3633,Primary,306.57,837,15.7,Dry Sclerophyll Forests (Shrubby sub-formation)
WRB03A3F,3633,Primary,311.88,835.35,15.67,Dry Sclerophyll Forests (Shrubby sub-formation)
WRB06A4F,3633,Primary,284.8,829.15,15.72,Dry Sclerophyll Forests (Shrubby sub-formation)
WRB08A7F,3633,Primary,292.87,828.92,15.76,Dry Sclerophyll Forests (Shrubby sub-formation)
HYT12P1,3633,Secondary,320.52,894.64,15.58,Dry Sclerophyll Forests (Shrubby sub-formation)
HYT12P2,3633,Secondary,339.73,923.25,15.38,Dry Sclerophyll Forests (Shrubby sub-formation)
SXB43N3V,3633,Primary,342.46,910.62,15.47,Dry Sclerophyll Forests (Shrubby sub-formation)
MTY36N0F,3633,Primary,190.23,744.68,16.47,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNA0A0F,3634,Primary,18.21,849.37,17.76,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNA1A0C,3634,Primary,22.98,847.23,17.77,Dry Sclerophyll Forests (Shrubby sub-formation)
QRBF6P5C,3634,Primary,168.5,906.37,16.83,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNH5A4F,3634,Primary,72.21,806.34,17.4,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNI4P1V,3634,Primary,56.57,834.24,17.52,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNI5P3U,3634,Primary,82.6,832.68,17.49,Dry Sclerophyll Forests (Shrubby sub-formation)
QRB47P3U,3634,Primary,121.69,936.9,17.22,Dry Sclerophyll Forests (Shrubby sub-formation)
QRB48P1U,3634,Primary,161.36,943.71,16.85,Dry Sclerophyll Forests (Shrubby sub-formation)
QRB49P2C,3634,Primary,163.48,940.16,16.88,Dry Sclerophyll Forests (Shrubby sub-formation)
BRS01P1F,3634,Primary,39.24,977.16,17.47,Dry Sclerophyll Forests (Shrubby sub-formation)
QRB02P1V,3634,Primary,130.98,808.84,17,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNC3P2L,3634,Primary,38.76,833.33,17.67,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNH1P2M,3634,Primary,41.49,844.86,17.67,Dry Sclerophyll Forests (Shrubby sub-formation)
CSNH3P3M,3634,Primary,33.27,924.33,17.67,Dry Sclerophyll Forests (Shrubby sub-formation)
QRB86P2L,3634,Primary,70.81,910.01,17.4,Dry Sclerophyll Forests (Shrubby sub-formation)
QRBC3P7L,3634,Primary,150.9,898.66,16.79,Dry Sclerophyll Forests (Shrubby sub-formation)
QRBC5P7U,3634,Primary,167.87,905.56,16.76,Dry Sclerophyll Forests (Shrubby sub-formation)
QRBD5P7C,3634,Primary,135.58,811.03,17,Dry Sclerophyll Forests (Shrubby sub-formation)
QRBE0P7L,3634,Primary,156.88,926.42,16.89,Dry Sclerophyll Forests (Shrubby sub-formation)
QRBE3P4L,3634,Primary,150.34,811.18,16.95,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN38P8L,3634,Primary,38.31,848.1,17.69,Dry Sclerophyll Forests (Shrubby sub-formation)
BRS30P1U,3634,Primary,43.52,929.07,17.6,Dry Sclerophyll Forests (Shrubby sub-formation)
QRB12P3L,3634,Primary,162.65,918.52,16.76,Dry Sclerophyll Forests (Shrubby sub-formation)
QRB21P3L,3634,Primary,124.98,786.53,17.06,Dry Sclerophyll Forests (Shrubby sub-formation)
QRB33P4C,3634,Primary,164.45,850.15,16.81,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN83A1L,3634,Primary,52.15,869.33,17.48,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN90A6F,3634,Primary,60.96,876.02,17.5,Dry Sclerophyll Forests (Shrubby sub-formation)
QRB64P7F,3634,Primary,52.4,920.8,17.46,Dry Sclerophyll Forests (Shrubby sub-formation)
QRBG0P1M,3634,Primary,177.35,928.16,16.61,Dry Sclerophyll Forests (Shrubby sub-formation)
QRBG1P2M,3634,Primary,165.38,903.87,16.76,Dry Sclerophyll Forests (Shrubby sub-formation)
QRBG2P2L,3634,Primary,160.33,903.84,16.78,Dry Sclerophyll Forests (Shrubby sub-formation)
QRBG3P1U,3634,Primary,173.82,933.19,16.59,Dry Sclerophyll Forests (Shrubby sub-formation)
BRSG5P6C,3634,Primary,26.79,955.27,17.61,Dry Sclerophyll Forests (Shrubby sub-formation)
BRSG6P7C,3634,Primary,27.63,955.72,17.61,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN79P5L,3634,Primary,44.48,880.95,17.61,Dry Sclerophyll Forests (Shrubby sub-formation)
ELAG13,3634,Primary,112.12,797.1,17.12,Dry Sclerophyll Forests (Shrubby sub-formation)
ELAGM3R2,3634,Primary,125.54,802.4,17.04,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN47P8F,3634,Primary,42.89,844.86,17.67,Dry Sclerophyll Forests (Shrubby sub-formation)
CSN53P1V,3634,Primary,38.48,848.76,17.68,Dry Sclerophyll Forests (Shrubby sub-formation)
WOLJS001,3635,Primary,309.28,866.54,14.65,Dry Sclerophyll Forests (Shrubby sub-formation)
WOLJS002,3635,Primary,310.71,859.22,14.74,Dry Sclerophyll Forests (Shrubby sub-formation)
BLGC4Q7U,3636,Primary,87.93,679.19,17.43,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG03P3F,3636,Primary,69.64,660.22,17.48,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG05P6F,3636,Primary,68.08,656.8,17.49,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG06P6F,3636,Primary,122.78,681.51,17.23,Dry Sclerophyll Forests (Shrubby sub-formation)
SCT_012,3636,Primary,77.4,709.42,17.4,Dry Sclerophyll Forests (Shrubby sub-formation)
HNTRQ061,3636,Primary,97.89,666.81,17.4,Dry Sclerophyll Forests (Shrubby sub-formation)
HNTRQ062,3636,Primary,114.78,673.93,17.32,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG16Q1F,3636,Secondary,75.19,658.71,17.48,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG56P5U,3636,Secondary,79.39,704.47,17.52,Dry Sclerophyll Forests (Shrubby sub-formation)
WAMBO10,3636,Primary,83.65,654.89,17.45,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG20A7L,3636,Primary,77.56,657.76,17.45,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG21A3U,3636,Primary,93.53,665.97,17.4,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG23A3U,3636,Primary,92.4,664.77,17.41,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG28A8M,3636,Primary,78.07,658.75,17.4,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG29A6L,3636,Primary,68.61,653.62,17.49,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG69Q4M,3636,Primary,107.53,670.44,17.35,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG70Q8U,3636,Primary,116.18,677.64,17.27,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG71Q6M,3636,Primary,113.94,680.97,17.23,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG72Q6U,3636,Primary,71.75,655.95,17.51,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG73Q6C,3636,Primary,81.36,661.58,17.41,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG74Q7U,3636,Primary,96.69,668.71,17.35,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG75Q4M,3636,Primary,99.78,669.3,17.38,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG76Q5L,3636,Primary,86.56,663.49,17.45,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG77Q6U,3636,Primary,90.85,666.91,17.46,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG78Q1M,3636,Primary,95.83,674.47,17.32,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG79Q8M,3636,Primary,83.41,672.19,17.36,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG80Q3U,3636,Primary,64.93,654.74,17.56,Dry Sclerophyll Forests (Shrubby sub-formation)
SNG81Q1U,3636,Primary,106.32,666.27,17.39,Dry Sclerophyll Forests (Shrubby sub-formation)
WARKWTHN23,3636,Primary,106.19,673.82,17.32,Dry Sclerophyll Forests (Shrubby sub-formation)
WARKWTHN26,3636,Primary,107.69,673.88,17.31,Dry Sclerophyll Forests (Shrubby sub-formation)
WARKWTHN56,3636,Secondary,107.63,667.97,17.37,Dry Sclerophyll Forests (Shrubby sub-formation)
WARKWTHS13,3636,Secondary,72.39,658.12,17.49,Dry Sclerophyll Forests (Shrubby sub-formation)
WARKWTHS32,3636,Primary,72.13,657.89,17.47,Dry Sclerophyll Forests (Shrubby sub-formation)
WARKWTHS33,3636,Primary,79.22,656.57,17.51,Dry Sclerophyll Forests (Shrubby sub-formation)
WARKWTHS34,3636,Primary,70.35,662.55,17.49,Dry Sclerophyll Forests (Shrubby sub-formation)
WARKWTHS45,3636,Primary,88.87,665.48,17.48,Dry Sclerophyll Forests (Shrubby sub-formation)
BBSF01,3638,Primary,106.94,1417.66,15.83,Dry Sclerophyll Forests (Shrubby sub-formation)
BBSF02,3638,Primary,83.02,1411.14,15.93,Dry Sclerophyll Forests (Shrubby sub-formation)
BBSF03,3638,Primary,93.92,1409.72,16,Dry Sclerophyll Forests (Shrubby sub-formation)
BBSF05,3638,Primary,92.74,1419.61,15.9,Dry Sclerophyll Forests (Shrubby sub-formation)
BBSF06,3638,Primary,95.21,1405.05,16.03,Dry Sclerophyll Forests (Shrubby sub-formation)
BBSF07,3638,Primary,39.71,1357.1,16.2,Dry Sclerophyll Forests (Shrubby sub-formation)
BBSF08,3638,Primary,84.52,1413.19,15.93,Dry Sclerophyll Forests (Shrubby sub-formation)
PHCH3,3638,Primary,10.93,1204.27,17.03,Dry Sclerophyll Forests (Shrubby sub-formation)
BCRTB4,3638,Secondary,29.1,1332.47,16.55,Dry Sclerophyll Forests (Shrubby sub-formation)
HB1S1,3638,Secondary,5.11,1326.57,16.59,Dry Sclerophyll Forests (Shrubby sub-formation)
OF3S1,3638,Secondary,41.32,1322.65,16.6,Dry Sclerophyll Forests (Shrubby sub-formation)
OF3S2,3638,Secondary,40.53,1322.59,16.6,Dry Sclerophyll Forests (Shrubby sub-formation)
OF3S3,3638,Secondary,37.07,1322.46,16.6,Dry Sclerophyll Forests (Shrubby sub-formation)
WO1S2,3638,Secondary,11.21,1308.2,16.64,Dry Sclerophyll Forests (Shrubby sub-formation)
WS2S1,3638,Secondary,81.47,1469.73,16.15,Dry Sclerophyll Forests (Shrubby sub-formation)
WS2S3,3638,Secondary,81.47,1469.73,16.15,Dry Sclerophyll Forests (Shrubby sub-formation)
BD0000F1,3638,Primary,49.73,1283.52,16.23,Dry Sclerophyll Forests (Shrubby sub-formation)
BD0000F2,3638,Primary,12.16,1249.61,16.38,Dry Sclerophyll Forests (Shrubby sub-formation)
BD0000F3,3638,Primary,9.94,1248.3,16.4,Dry Sclerophyll Forests (Shrubby sub-formation)
BD0000F4,3638,Primary,13.3,1316.55,16.53,Dry Sclerophyll Forests (Shrubby sub-formation)
BD0000F9,3638,Primary,21.82,1354.56,16.38,Dry Sclerophyll Forests (Shrubby sub-formation)
BD000F18,3638,Primary,3.64,1195.19,16.43,Dry Sclerophyll Forests (Shrubby sub-formation)
